timesteps,win_rate,mean_return
15000,0.0,0.0
30000,0.0,-10.0
45000,0.0,-9.416666666666666
60000,0.14285714285714285,-5.535714285714286
75000,0.2,-2.425
90000,0.16666666666666666,-3.2291666666666665
105000,0.21428571428571427,-0.9464285714285714
120000,0.1875,-1.515625
135000,0.23809523809523808,0.21428571428571427
150000,0.28,1.26
165000,0.25925925925925924,0.7592592592592593
180000,0.23333333333333334,-0.125
195000,0.21875,-0.09375
210000,0.20588235294117646,-0.7426470588235294
225000,0.18421052631578946,-1.0789473684210527
240000,0.21428571428571427,-0.47023809523809523
255000,0.20930232558139536,-0.7093023255813954
270000,0.1956521739130435,-1.2065217391304348
285000,0.17647058823529413,-1.3431372549019607
300000,0.16981132075471697,-1.5330188679245282
315000,0.18181818181818182,-1.1636363636363636
330000,0.16666666666666666,-1.5541666666666667
345000,0.15873015873015872,-1.7777777777777777
360000,0.15384615384615385,-1.853846153846154
375000,0.14925373134328357,-1.8507462686567164
390000,0.14285714285714285,-2.0714285714285716
405000,0.18666666666666668,-1.02
420000,0.19736842105263158,-0.743421052631579
435000,0.21518987341772153,-0.31645569620253167
450000,0.2125,-0.271875
465000,0.2261904761904762,0.15178571428571427
480000,0.25287356321839083,0.8132183908045977
495000,0.24444444444444444,0.6194444444444445
510000,0.23404255319148937,0.2925531914893617
525000,0.23157894736842105,0.25263157894736843
540000,0.2222222222222222,-0.05555555555555555
555000,0.21568627450980393,-0.28921568627450983
570000,0.21495327102803738,-0.21962616822429906
585000,0.2072072072072072,-0.2905405405405405
600000,0.20535714285714285,-0.37723214285714285
615000,0.2,-0.5413043478260869
630000,0.2,-0.5413043478260869
645000,0.20689655172413793,-0.3642241379310345
660000,0.21311475409836064,-0.05942622950819672
675000,0.2125984251968504,-0.04133858267716536
690000,0.2109375,-0.068359375
705000,0.2076923076923077,-0.225
720000,0.21323529411764705,-0.17830882352941177
735000,0.21014492753623187,-0.3079710144927536
750000,0.20567375886524822,-0.33865248226950356
765000,0.20833333333333334,-0.3420138888888889
780000,0.2054794520547945,-0.4297945205479452
795000,0.2108843537414966,-0.3010204081632653
810000,0.21710526315789475,-0.03289473684210526
825000,0.22077922077922077,0.05357142857142857
840000,0.21794871794871795,-0.017628205128205128
855000,0.23125,0.3203125
870000,0.2331288343558282,0.45245398773006135
885000,0.23170731707317074,0.38871951219512196
900000,0.2261904761904762,0.25148809523809523
915000,0.2222222222222222,0.14035087719298245
930000,0.22285714285714286,0.15571428571428572
945000,0.22727272727272727,0.26420454545454547
960000,0.23333333333333334,0.38055555555555554
975000,0.22950819672131148,0.24180327868852458
990000,0.23783783783783785,0.4554054054054054
1005000,0.23404255319148937,0.36569148936170215
1020000,0.23195876288659795,0.2925257731958763
1035000,0.22959183673469388,0.2385204081632653
1050000,0.22613065326633167,0.12939698492462312
1065000,0.22388059701492538,0.05845771144278607
1080000,0.22549019607843138,0.09191176470588236
1095000,0.2222222222222222,-0.024154589371980676
1110000,0.21800947867298578,-0.16824644549763032
1125000,0.21962616822429906,-0.1542056074766355
1140000,0.21559633027522937,-0.2717889908256881
1155000,0.2146118721461187,-0.3047945205479452
1170000,0.20982142857142858,-0.45424107142857145
1185000,0.2052401746724891,-0.6069868995633187
1200000,0.2017167381974249,-0.7489270386266095
1215000,0.2,-0.8106382978723404
1230000,0.19831223628691982,-0.8839662447257384
1245000,0.1950207468879668,-0.9139004149377593
1260000,0.19421487603305784,-0.9349173553719008
1275000,0.19183673469387755,-0.9316326530612244
1290000,0.1927710843373494,-0.8303212851405622
1305000,0.19123505976095617,-0.8804780876494024
1320000,0.19047619047619047,-0.9027777777777778
1335000,0.19047619047619047,-0.9027777777777778
1350000,0.19066147859922178,-0.8278210116731517
1365000,0.18773946360153257,-0.8113026819923371
1380000,0.19172932330827067,-0.7095864661654135
1395000,0.19402985074626866,-0.6613805970149254
1410000,0.19330855018587362,-0.7016728624535316
1425000,0.19557195571955718,-0.6688191881918819
1440000,0.19927536231884058,-0.5742753623188406
1455000,0.1971326164874552,-0.6424731182795699
1470000,0.19858156028368795,-0.6090425531914894
1485000,0.19649122807017544,-0.7078947368421052
1500000,0.19444444444444445,-0.7473958333333334
